,Player,Team,GP,W,L,MIN,PTS,TOUCHES,Front CT Touches,Time Of Poss,Avg Sec Per Touch,Avg Drib Per Touch,PTS Per Touch,Elbow Touches,Post Ups,Paint Touches,PTS Per Elbow Touch,PTS Per Post Touch,PTS Per Paint Touch
180,Eugene Omoruyi,DAL,4,1,3,4.5,1.8,8.3,4.5,0.3,2.05,1.21,0.212,0.5,0.0,0.5,0.0,0.0,0.5
181,Evan Fournier,NYK,79,35,44,29.3,13.7,38.8,29.1,1.7,2.6,1.76,0.354,0.3,0.0,0.4,0.095,0.0,0.485
182,Evan Mobley,CLE,69,40,29,33.8,15.0,59.0,32.6,2.0,2.04,0.79,0.254,4.3,3.1,7.7,0.503,0.528,0.927
183,Facundo Campazzo,DEN,65,38,27,18.2,5.1,40.5,17.3,2.8,4.14,4.22,0.126,0.2,0.0,0.4,0.214,0.0,0.346
184,Feron Hunt,NYK,2,2,0,4.2,0.0,6.0,4.5,0.1,1.31,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0
185,Frank Jackson,DET,53,9,44,22.0,10.6,26.7,20.8,0.9,1.96,1.34,0.395,0.4,0.0,0.7,0.87,0.0,1.583
186,Frank Kaminsky,PHX,9,8,1,20.1,10.6,35.1,19.9,0.9,1.52,0.48,0.301,3.7,1.6,4.7,0.879,0.214,1.095
187,Frank Ntilikina,DAL,58,34,24,11.8,4.1,20.1,11.3,1.1,3.15,2.38,0.205,0.1,0.0,0.2,0.667,0.0,0.615
188,Franz Wagner,ORL,79,21,58,30.7,15.2,46.5,29.2,2.4,3.08,2.37,0.326,0.8,0.4,1.7,0.906,0.483,0.887
189,Fred VanVleet,TOR,65,39,26,37.9,20.3,86.2,39.2,6.5,4.52,4.0,0.236,0.2,0.0,0.5,0.438,0.0,0.4
190,Freddie Gillespie,ORL,9,1,8,13.2,2.3,16.8,9.0,0.5,1.74,0.53,0.139,1.0,0.0,2.9,0.778,0.0,0.615
191,Furkan Korkmaz,PHI,67,44,23,21.1,7.6,31.5,20.0,1.6,3.01,2.54,0.241,0.1,0.0,0.5,0.5,0.0,1.167
192,Gabe Vincent,MIA,68,47,21,23.4,8.7,46.1,17.9,3.5,4.51,3.75,0.189,0.2,0.0,0.6,0.667,0.0,0.564
193,Gabe York,IND,2,0,2,10.6,4.0,14.5,10.0,0.4,1.55,0.93,0.276,0.5,0.0,0.0,1.0,0.0,0.0
194,Gabriel Deck,OKC,7,2,5,7.9,2.6,8.0,5.9,0.2,1.71,1.11,0.321,0.3,0.1,0.7,1.0,0.0,0.8
195,Gabriel Lundberg,PHX,4,1,3,11.0,3.3,23.5,15.8,1.1,2.92,2.36,0.138,0.8,0.0,0.8,0.0,0.0,0.0
196,Garrett Temple,NOP,58,22,36,18.6,5.2,23.8,14.8,0.8,2.03,1.32,0.22,0.5,0.0,0.8,0.448,0.0,0.755
197,Garrison Mathews,HOU,65,19,46,26.3,10.0,27.7,16.5,0.7,1.6,0.62,0.361,0.2,0.0,0.6,0.188,2.0,0.892
198,Gary Clark,NOP,37,19,18,9.8,2.5,11.8,6.2,0.3,1.64,0.57,0.209,0.1,0.1,0.6,0.0,0.667,0.227
199,Gary Harris,ORL,61,16,45,28.4,11.1,29.2,22.3,1.2,2.55,1.78,0.382,0.3,0.0,0.8,0.905,0.0,0.792
200,Gary Payton II,GSW,70,47,23,17.6,7.1,22.7,13.2,0.6,1.65,0.78,0.314,0.7,0.3,3.0,0.809,0.421,1.038
201,Gary Trent Jr.,TOR,70,44,26,35.0,18.3,42.4,30.5,2.0,2.85,2.26,0.432,0.5,0.1,0.8,0.514,1.2,0.424
202,George Hill,MIL,54,36,18,23.2,6.2,38.1,15.5,2.6,4.15,3.59,0.163,0.2,0.0,1.2,0.833,2.0,0.831
203,George King,DAL,4,2,2,4.8,0.3,4.8,3.0,0.1,1.32,0.58,0.053,0.0,0.0,0.3,0.0,0.0,0.0
204,Georges Niang,PHI,76,48,28,22.8,9.2,37.0,19.0,1.0,1.56,0.64,0.249,0.3,0.1,0.5,0.435,0.75,0.639
205,Georgios Kalaitzakis,OKC,13,8,5,16.4,6.6,23.1,15.2,1.1,2.79,2.04,0.287,0.4,0.0,1.2,0.4,0.0,0.875
206,Giannis Antetokounmpo,MIL,67,45,22,32.9,29.9,73.8,34.7,4.5,3.68,2.55,0.405,4.0,4.6,6.7,0.604,0.563,0.947
207,Goga Bitadze,IND,50,17,33,14.6,7.0,24.2,15.7,0.6,1.47,0.44,0.289,1.9,0.7,4.1,0.634,0.606,0.98
208,Goran Dragic,BKN,21,10,11,23.7,7.5,53.9,20.6,3.9,4.3,3.65,0.139,0.4,0.1,0.6,0.0,0.667,0.5
209,Gordon Hayward,CHA,48,26,22,31.9,15.7,54.7,35.2,2.5,2.77,1.83,0.287,1.3,1.0,2.6,0.841,0.438,0.624
210,Gorgui Dieng,ATL,44,23,21,8.4,3.5,15.3,9.1,0.4,1.73,0.66,0.228,0.8,0.2,1.5,0.417,0.625,0.552
211,Grant Williams,BOS,76,49,27,24.5,7.9,27.5,15.8,0.7,1.59,0.56,0.288,0.4,0.4,1.7,0.933,0.833,0.962
212,Grayson Allen,MIL,66,43,23,27.3,11.1,27.3,17.9,0.9,2.05,1.31,0.407,0.3,0.0,1.0,0.444,0.0,0.677
213,Greg Brown III,POR,48,14,34,13.3,4.7,16.1,9.0,0.5,1.82,0.79,0.291,0.4,0.0,1.6,0.947,0.0,1.051
214,Greg Monroe,MIN,14,7,7,13.9,5.4,20.0,13.4,0.6,1.72,0.47,0.271,2.0,1.6,4.4,0.357,0.227,0.885
215,Hamidou Diallo,DET,57,14,43,21.8,10.9,36.9,19.6,1.5,2.36,1.59,0.297,1.0,0.1,2.4,0.81,0.667,1.126
216,Harrison Barnes,SAC,76,26,50,33.6,16.5,46.8,28.5,1.8,2.27,1.3,0.352,1.3,1.1,2.2,0.34,0.558,0.894
217,Hassan Whiteside,UTA,65,40,25,17.9,8.2,15.8,9.7,0.4,1.46,0.31,0.521,1.3,0.8,6.1,0.92,0.6,1.127
218,Hassani Gravett,ORL,8,2,6,21.4,6.3,41.8,13.8,3.4,4.83,4.65,0.15,0.1,0.0,0.3,2.0,0.0,1.0
219,Haywood Highsmith,MIA,19,13,6,8.6,2.3,10.0,5.5,0.3,1.55,0.74,0.226,0.2,0.0,0.8,0.667,0.0,0.5
220,Herbert Jones,NOP,77,35,42,29.8,9.5,36.8,21.4,1.4,2.3,1.26,0.257,0.8,0.1,1.9,0.656,0.0,0.721
221,Ignas Brazdeikis,ORL,42,9,33,12.8,5.0,16.1,10.8,0.7,2.59,1.83,0.311,0.1,0.0,0.7,0.8,0.0,0.69
222,Immanuel Quickley,NYK,77,34,43,23.1,11.2,47.1,21.0,3.9,5.01,4.61,0.239,0.2,0.0,0.4,0.632,0.0,0.313
223,Isaac Bonga,TOR,15,9,6,4.6,0.8,4.2,2.0,0.1,1.85,0.95,0.19,0.2,0.0,0.3,0.333,0.0,0.5
224,Isaac Okoro,CLE,67,34,33,29.6,8.8,31.4,23.2,1.2,2.25,1.4,0.279,0.5,0.0,1.7,0.657,0.0,0.939
225,Isaiah Hartenstein,LAC,68,37,31,17.9,8.3,31.7,20.5,1.1,2.06,0.69,0.261,4.3,0.4,5.8,0.582,0.231,0.863
226,Isaiah Jackson,IND,36,9,27,15.0,8.3,20.3,12.3,0.4,1.23,0.34,0.406,1.7,0.6,5.5,0.71,0.45,1.045
227,Isaiah Joe,PHI,55,35,20,11.1,3.6,14.5,8.9,0.5,2.2,1.44,0.248,0.1,0.0,0.2,0.571,0.0,0.667
228,Isaiah Livers,DET,19,8,11,20.2,6.4,27.3,17.7,0.8,1.69,0.78,0.233,0.1,0.0,0.8,0.0,0.0,0.875
229,Isaiah Roby,OKC,45,10,35,21.1,10.1,38.2,23.1,1.0,1.64,0.68,0.264,1.9,0.3,4.2,0.43,0.533,0.88
230,Isaiah Stewart,DET,70,21,49,25.6,8.3,36.4,21.9,1.0,1.62,0.52,0.229,2.5,1.3,7.6,0.333,0.591,0.805
231,Isaiah Thomas,CHA,22,12,10,15.2,8.4,30.7,14.9,2.1,4.01,3.4,0.272,0.0,0.0,0.2,0.0,0.0,0.5
232,Isaiah Todd,WAS,12,1,11,6.2,1.7,9.2,5.2,0.3,1.66,0.73,0.182,0.2,0.0,0.1,0.0,0.0,0.0
233,Ish Smith,WAS,64,27,37,17.4,6.4,41.8,15.2,3.4,4.93,4.86,0.153,0.1,0.0,0.6,0.333,0.0,0.333
234,Ish Wainright,PHX,44,35,9,7.9,2.4,9.5,6.3,0.2,1.45,0.63,0.248,0.2,0.0,0.9,0.3,0.0,0.625
235,Ivica Zubac,LAC,76,40,36,24.4,10.3,39.1,20.2,1.0,1.53,0.48,0.264,4.5,2.4,8.8,0.359,0.697,0.898
236,JT Thor,CHA,33,18,15,7.9,2.0,9.4,4.9,0.3,1.76,0.87,0.217,0.2,0.1,0.6,0.0,1.0,0.684
237,Ja Morant,MEM,56,35,21,33.3,27.5,77.8,29.8,7.6,5.82,4.9,0.354,0.8,0.1,1.9,0.69,0.0,0.953
238,JaMychal Green,DEN,67,36,31,16.2,6.4,22.7,13.8,0.5,1.33,0.37,0.285,1.3,0.5,3.3,0.456,0.657,1.004
239,JaQuori McLaughlin,DAL,4,2,2,2.7,0.0,4.3,2.5,0.3,4.91,4.35,0.0,0.3,0.0,0.3,0.0,0.0,0.0
240,JaVale McGee,PHX,74,57,17,15.8,9.2,25.2,13.0,0.6,1.46,0.48,0.364,2.5,0.9,6.2,0.583,0.662,1.087
241,Jabari Parker,BOS,12,4,8,9.4,4.4,13.2,6.9,0.4,1.87,1.08,0.335,0.6,0.3,0.8,0.857,0.667,1.222
242,Jaden McDaniels,MIN,70,40,30,25.8,9.2,34.6,16.0,0.9,1.55,0.75,0.267,0.5,0.1,2.1,1.0,0.0,0.8
243,Jaden Springer,PHI,2,2,0,2.8,1.0,3.0,1.5,0.2,3.84,3.33,0.333,0.0,0.0,0.5,0.0,0.0,2.0
244,Jae Crowder,PHX,67,54,13,28.1,9.4,46.4,20.6,1.1,1.44,0.52,0.203,0.6,0.0,0.8,0.5,0.0,0.529
245,Jae'Sean Tate,HOU,78,19,59,26.4,11.8,41.6,22.9,1.8,2.62,1.63,0.283,1.5,1.0,3.8,0.624,0.564,0.873
246,Jahmi'us Ramsey,SAC,19,2,17,7.0,3.2,9.5,5.3,0.5,2.99,2.33,0.331,0.2,0.0,0.2,1.333,0.0,1.5
247,Jaime Echenique,WAS,1,1,0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,Jake Layman,MIN,34,20,14,6.8,2.4,8.1,5.0,0.3,2.07,1.23,0.292,0.1,0.0,0.5,1.6,0.0,1.118
249,Jakob Poeltl,SAS,68,30,38,29.0,13.5,58.0,32.6,1.5,1.55,0.41,0.232,6.2,2.2,9.8,0.61,0.514,0.869
250,Jalen Brunson,DAL,79,50,29,31.9,16.3,67.8,28.7,5.4,4.78,4.26,0.24,0.3,0.4,0.4,0.56,0.567,0.5
251,Jalen Green,HOU,67,12,55,31.9,17.3,48.6,27.1,3.1,3.87,3.32,0.356,0.4,0.0,1.1,0.462,0.0,1.221
252,Jalen Johnson,ATL,22,14,8,5.5,2.4,8.0,4.0,0.3,2.08,1.0,0.297,0.0,0.0,0.5,0.0,0.0,1.7
253,Jalen McDaniels,CHA,54,34,20,16.3,6.2,24.8,12.5,0.8,1.94,1.13,0.249,0.5,0.0,1.2,0.556,0.0,0.682
254,Jalen Smith,IND,50,28,22,17.8,9.0,26.8,14.9,0.7,1.54,0.46,0.337,1.3,0.7,4.2,0.651,0.73,0.967
255,Jalen Suggs,ORL,48,16,32,27.2,11.8,60.8,23.4,4.1,4.09,3.49,0.193,0.3,0.2,1.0,0.933,0.8,0.723
256,James Bouknight,CHA,30,15,15,10.0,4.7,15.4,8.8,0.9,3.42,2.81,0.308,0.2,0.0,1.0,0.4,0.0,0.8
257,James Ennis III,DEN,7,3,4,7.9,4.1,9.9,6.4,0.3,1.67,0.93,0.42,0.3,0.0,1.4,1.0,0.0,0.8
258,James Harden,PHI,65,40,25,37.2,22.0,91.3,31.1,9.2,6.04,5.05,0.241,0.2,0.4,0.8,0.364,0.423,0.981
259,James Johnson,BKN,62,30,32,19.2,5.5,23.7,12.7,1.1,2.73,2.07,0.232,0.9,0.1,1.6,0.377,0.333,0.72
260,Jamorko Pickett,DET,13,4,9,13.6,3.8,17.1,9.9,0.4,1.42,0.54,0.225,0.2,0.0,0.7,0.0,0.0,0.889
261,Jared Butler,UTA,42,31,11,8.6,3.8,15.4,5.7,1.4,5.58,5.28,0.249,0.1,0.0,0.1,0.5,0.0,1.2
262,Jared Harper,NOP,5,2,3,8.6,7.4,24.2,11.8,1.7,4.21,3.86,0.306,0.2,0.0,0.2,0.0,0.0,0.0
263,Jaren Jackson Jr.,MEM,77,52,25,27.3,16.4,36.8,24.1,1.2,1.97,1.04,0.446,1.7,1.8,3.3,0.679,0.829,0.869
264,Jarred Vanderbilt,MIN,74,41,33,25.4,6.9,32.1,12.6,0.8,1.48,0.63,0.215,1.4,0.0,6.5,0.67,0.0,0.66
265,Jarrett Allen,CLE,56,35,21,32.3,16.1,50.3,28.5,1.4,1.67,0.33,0.321,5.8,2.4,12.1,0.479,0.684,0.972
266,Jarrett Culver,MEM,36,27,9,9.2,3.6,15.4,7.5,1.0,3.98,3.04,0.231,0.1,0.0,0.6,0.0,0.0,0.65
267,Jarron Cumberland,POR,3,0,3,4.1,0.7,3.7,1.7,0.2,2.68,1.55,0.182,0.0,0.0,0.3,0.0,0.0,0.0
268,Javin DeLaurier,MIL,1,1,0,2.8,0.0,4.0,0.0,0.1,1.83,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,Javonte Green,CHI,65,38,27,23.4,7.2,26.8,12.3,0.5,1.23,0.39,0.269,0.6,0.0,2.6,0.775,2.0,0.859
270,Javonte Smart,MIA,17,11,6,11.8,3.0,17.9,7.1,1.2,4.01,3.49,0.168,0.1,0.0,0.2,1.5,0.0,1.25
271,Jaxson Hayes,NOP,69,28,41,20.1,9.4,24.5,16.4,0.6,1.47,0.49,0.384,1.2,0.3,4.3,0.815,0.667,1.078
272,Jay Huff,LAL,4,0,4,5.1,0.0,6.5,4.5,0.2,1.75,0.61,0.0,0.3,0.0,1.0,0.0,0.0,0.0
273,Jay Scrubb,LAC,17,8,9,7.0,2.8,8.9,5.1,0.4,2.65,1.78,0.309,0.0,0.0,0.5,0.0,0.0,0.25
274,Jaylen Brown,BOS,65,43,22,33.6,23.7,60.2,36.5,3.3,3.3,2.6,0.394,1.4,1.4,2.1,0.798,0.539,1.015
275,Jaylen Hoard,OKC,7,2,5,34.2,14.7,72.1,41.6,2.2,1.87,0.95,0.204,1.4,0.9,5.6,0.5,1.0,0.974
276,Jaylen Morris,SAS,3,0,3,5.3,0.7,8.7,3.7,0.6,4.03,3.88,0.077,0.0,0.0,0.3,0.0,0.0,0.0
277,Jaylen Nowell,MIN,62,37,25,15.7,8.5,28.1,14.1,1.7,3.53,3.06,0.303,0.3,0.0,0.5,1.048,0.0,1.235
278,Jaysean Paige,DET,1,1,0,6.6,0.0,13.0,9.0,0.4,2.07,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,Jayson Tatum,BOS,75,49,26,35.9,26.8,73.8,42.4,4.7,3.78,2.76,0.363,1.7,1.7,2.2,0.718,0.575,0.994
280,Jeff Dowtin Jr.,ORL,9,4,5,12.0,2.1,20.4,10.4,1.3,3.67,3.26,0.103,0.8,0.0,1.0,0.0,0.0,0.0
281,Jeff Green,DEN,75,44,31,24.7,10.3,28.7,19.5,0.9,1.8,0.57,0.359,1.6,1.3,3.2,0.702,0.778,1.038
282,Jemerrio Jones,LAL,2,0,2,7.4,2.0,8.5,4.5,0.2,1.11,0.3,0.235,1.0,0.0,2.0,1.0,0.0,0.5
283,Jerami Grant,DET,47,11,36,31.9,19.2,59.7,39.2,2.4,2.39,1.39,0.322,1.0,2.3,1.5,0.4,0.427,0.873
284,Jeremiah Robinson-Earl,OKC,49,15,34,22.2,7.5,35.0,22.4,0.7,1.19,0.42,0.214,1.3,0.1,3.4,0.492,0.667,0.754
285,Jeremy Lamb,SAC,56,23,33,16.7,7.3,29.8,17.4,1.4,2.89,1.88,0.246,0.1,0.0,0.6,0.625,0.0,0.844
286,Jericho Sims,NYK,41,19,22,13.5,2.2,15.9,6.8,0.3,1.29,0.35,0.138,0.5,0.1,3.1,0.381,1.333,0.69
287,Jevon Carter,MIL,66,39,27,13.7,4.2,22.6,9.2,1.3,3.41,2.91,0.186,0.1,0.0,0.2,0.625,0.0,0.364
288,Jimmy Butler,MIA,57,38,19,33.9,21.4,68.8,39.3,5.0,4.39,3.1,0.311,1.9,3.4,5.4,0.692,0.5,0.866
289,Jock Landale,SAS,54,24,30,10.9,4.9,18.9,11.7,0.5,1.48,0.44,0.26,0.9,0.7,2.7,0.609,0.462,0.862
290,Joe Harris,BKN,14,10,4,30.2,11.3,34.4,20.1,0.8,1.43,0.65,0.328,0.4,0.0,0.4,0.333,0.0,0.8
291,Joe Ingles,POR,45,28,17,24.9,7.2,44.0,26.2,2.2,2.97,1.93,0.164,0.9,0.0,0.2,0.0,0.0,0.2
292,Joe Johnson,BOS,1,1,0,2.0,2.0,5.0,3.0,0.5,5.41,5.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0
293,Joe Wieskamp,SAS,29,11,18,7.1,2.1,7.1,5.7,0.2,1.76,0.91,0.298,0.1,0.0,0.2,0.5,0.0,0.4
294,Joel Ayayi,WAS,7,1,6,2.9,0.3,4.9,2.3,0.3,4.23,3.32,0.059,0.0,0.0,0.0,0.0,0.0,0.0
295,Joel Embiid,PHI,68,45,23,33.8,30.6,76.1,53.4,3.4,2.67,1.41,0.402,4.8,9.8,5.3,0.754,0.667,1.092
296,John Collins,ATL,54,26,28,30.8,16.2,53.6,28.7,1.4,1.58,0.46,0.303,1.9,2.9,5.6,0.752,0.622,0.974
297,John Konchar,MEM,72,48,24,17.9,4.8,27.5,13.3,1.0,2.27,1.28,0.176,0.6,0.0,1.4,0.8,0.0,0.748
298,Jon Teske,MEM,2,2,0,2.3,0.0,1.5,0.5,0.0,1.52,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
299,Jonas Valanciunas,NOP,73,33,40,30.3,17.9,65.8,40.5,2.0,1.86,0.56,0.272,3.2,6.2,8.5,0.595,0.619,1.024
300,Jonathan Kuminga,GSW,69,44,25,16.9,9.3,26.3,15.4,1.1,2.48,1.53,0.353,0.9,1.1,1.8,0.918,0.63,1.032
301,Jordan Bell,CHI,1,1,0,2.0,0.0,5.0,1.0,0.1,1.18,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
302,Jordan Clarkson,UTA,79,47,32,27.1,16.0,39.6,24.5,2.4,3.66,3.06,0.405,0.3,0.2,0.8,1.0,0.5,0.75
303,Jordan Goodwin,WAS,2,1,1,3.0,0.0,7.0,4.0,0.4,3.23,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,Jordan McLaughlin,MIN,62,36,26,14.5,3.8,30.3,10.6,2.1,4.07,3.65,0.124,0.3,0.0,0.7,0.9,0.0,0.69
305,Jordan Nwora,MIL,62,34,28,19.1,7.9,24.8,14.9,1.0,2.5,1.76,0.317,0.3,0.0,0.7,0.737,0.0,1.048
306,Jordan Poole,GSW,75,49,26,30.0,18.6,63.5,31.9,4.3,4.05,3.51,0.293,0.3,0.0,0.6,0.792,0.0,0.979
307,Jordan Schakel,WAS,4,1,3,7.6,1.3,10.5,6.8,0.3,1.88,1.14,0.119,0.3,0.0,0.5,0.0,0.0,0.0
308,Jose Alvarado,NOP,53,24,29,15.5,6.2,34.7,14.4,2.7,4.6,4.36,0.179,0.3,0.0,0.7,0.4,0.0,0.769
309,Josh Christopher,HOU,74,18,56,18.0,7.9,31.0,15.2,1.8,3.58,3.25,0.256,0.5,0.0,1.2,1.0,0.0,0.767
310,Josh Giddey,OKC,54,17,37,31.5,12.5,78.2,39.1,4.4,3.41,2.72,0.16,0.8,0.1,2.4,0.667,0.0,0.758
311,Josh Green,DAL,67,44,23,15.5,4.8,16.9,10.3,0.6,2.28,1.58,0.281,0.5,0.0,1.5,0.469,1.0,0.818
312,Josh Hart,POR,53,19,34,33.1,15.0,56.3,28.5,2.8,2.96,2.11,0.266,0.7,0.2,1.6,0.571,0.5,0.624
313,Josh Jackson,SAC,50,12,38,16.3,6.4,25.8,15.2,1.0,2.23,1.41,0.248,0.4,0.2,1.3,0.364,0.25,0.688
314,Josh Okogie,MIN,49,23,26,10.5,2.7,8.5,5.5,0.3,1.99,1.22,0.32,0.2,0.0,0.9,0.182,2.0,0.467
315,Josh Richardson,SAS,64,38,26,24.7,10.3,40.1,23.1,1.8,2.69,1.84,0.257,0.5,0.0,1.0,0.629,2.0,0.754
316,Joshua Primo,SAS,50,22,28,19.3,5.8,25.1,14.6,1.3,3.03,2.42,0.23,0.4,0.0,0.8,0.556,0.0,0.55
317,Jrue Holiday,MIL,67,47,20,32.9,18.3,71.9,24.9,6.0,4.98,4.43,0.254,0.7,1.8,2.3,0.98,0.664,0.649
318,Juan Toscano-Anderson,GSW,73,51,22,13.6,4.1,28.8,15.7,1.1,2.34,1.55,0.142,0.5,0.3,1.3,0.444,0.095,0.649
319,Juancho Hernangomez,UTA,40,20,20,11.1,3.3,14.3,7.6,0.4,1.52,0.55,0.229,0.4,0.0,1.1,0.429,0.0,0.721
320,Julius Randle,NYK,71,31,40,35.3,20.1,76.5,45.8,4.1,3.25,2.2,0.262,2.3,4.6,3.0,0.648,0.44,0.907
321,Justin Anderson,IND,16,3,13,19.7,6.4,28.9,19.6,0.8,1.71,0.7,0.221,0.4,0.0,0.9,1.0,0.0,0.429
322,Justin Champagnie,TOR,36,21,15,7.8,2.3,9.7,5.0,0.2,1.35,0.34,0.231,0.3,0.0,1.2,0.2,0.0,0.814
323,Justin Holiday,SAC,74,25,49,27.8,10.1,33.9,25.1,0.9,1.53,0.82,0.299,0.4,0.0,0.8,0.586,0.0,0.862
324,Justin Jackson,PHX,6,5,1,5.1,1.2,6.3,4.3,0.2,1.46,0.76,0.184,0.2,0.0,0.0,0.0,0.0,0.0
325,Justin Robinson,DET,24,13,11,12.3,3.1,23.9,8.5,1.7,4.36,4.07,0.131,0.0,0.0,0.2,0.0,0.0,0.5
326,Justise Winslow,POR,47,24,23,16.2,5.8,26.7,13.0,1.0,2.33,1.43,0.218,0.9,0.5,2.4,0.476,0.591,0.886
327,Jusuf Nurkic,POR,56,25,31,28.2,15.0,58.8,35.2,1.8,1.85,0.74,0.256,5.0,5.8,6.8,0.571,0.517,0.869
328,Juwan Morgan,BOS,2,1,1,15.5,2.5,15.5,6.5,0.3,1.29,0.36,0.161,0.5,0.0,2.0,0.0,0.0,0.5
329,KZ Okpala,MIA,21,14,7,11.6,3.7,14.9,9.5,0.5,1.9,0.94,0.246,0.7,0.0,1.5,0.571,0.0,0.469
330,Kai Jones,CHA,20,14,6,3.0,1.1,3.9,2.5,0.1,1.62,0.62,0.286,0.1,0.0,0.7,0.0,0.0,1.154
331,Karl-Anthony Towns,MIN,74,44,30,33.5,24.6,61.3,43.9,2.3,2.21,0.85,0.401,3.8,5.6,4.5,0.71,0.47,0.949
332,Keifer Sykes,IND,32,6,26,17.7,5.6,32.8,16.1,2.2,4.09,3.65,0.172,0.3,0.0,0.4,0.6,0.0,1.0
333,Keita Bates-Diop,SAS,59,23,36,16.2,5.7,18.5,10.6,0.5,1.71,0.7,0.306,0.6,0.2,2.3,0.568,0.308,0.993
334,Kelan Martin,BOS,30,14,16,15.0,5.7,19.2,13.1,0.6,1.94,1.14,0.297,0.2,0.0,0.7,0.2,0.0,1.05
335,Keldon Johnson,SAS,75,33,42,31.9,17.0,50.8,27.9,1.8,2.16,1.27,0.335,0.5,0.4,1.8,0.585,0.677,1.023
336,Keljin Blevins,POR,31,4,27,11.3,3.1,13.5,8.4,0.5,2.33,1.56,0.227,0.2,0.0,0.5,0.4,0.0,0.625
337,Kelly Olynyk,DET,40,13,27,19.1,9.1,43.2,26.6,1.5,2.04,0.89,0.211,1.6,1.4,3.6,0.462,0.536,0.722
338,Kelly Oubre Jr.,CHA,75,39,36,26.5,15.0,33.1,23.0,1.1,2.0,1.24,0.454,0.5,0.0,1.5,1.324,0.0,1.018
339,Kemba Walker,NYK,37,16,21,25.6,11.6,60.6,22.2,5.0,4.93,4.34,0.192,0.1,0.0,0.1,1.0,0.0,0.4
340,Kenrich Williams,OKC,49,17,32,21.9,7.4,32.1,21.7,1.2,2.2,1.58,0.231,0.6,0.3,2.9,0.724,0.0,0.738
341,Kent Bazemore,LAL,39,16,23,14.0,3.4,17.7,9.9,0.5,1.85,1.14,0.191,0.4,0.0,0.8,0.286,0.0,0.433
342,Kentavious Caldwell-Pope,WAS,77,34,43,30.2,13.2,41.1,26.7,1.6,2.37,1.47,0.322,0.8,0.0,1.0,0.563,2.0,0.922
343,Kenyon Martin Jr.,HOU,79,20,59,21.0,8.8,31.9,17.9,0.9,1.6,0.72,0.277,1.1,0.2,2.8,0.631,0.533,0.959
344,Keon Johnson,POR,36,8,28,19.3,7.4,30.5,14.5,2.2,4.42,3.89,0.243,0.3,0.1,1.1,0.583,0.0,0.711
345,Kessler Edwards,BKN,48,22,26,20.6,5.9,25.0,11.1,0.6,1.54,0.69,0.236,0.5,0.0,1.6,0.68,0.0,0.603
346,Kevin Durant,BKN,55,36,19,37.2,29.9,73.2,41.2,4.4,3.6,2.51,0.408,3.6,3.5,2.1,0.722,0.598,0.94
347,Kevin Huerter,ATL,74,40,34,29.6,12.1,39.8,24.9,1.8,2.7,1.8,0.303,0.6,0.0,0.9,0.75,0.0,1.076
348,Kevin Knox II,ATL,30,18,12,7.4,3.1,10.3,5.7,0.3,1.58,0.58,0.301,0.1,0.0,0.4,0.667,0.0,1.333
349,Kevin Love,CLE,74,38,36,22.5,13.6,43.9,27.2,1.3,1.82,0.44,0.31,1.2,2.3,2.9,0.5,0.573,0.872
350,Kevin Pangos,CLE,24,16,8,6.9,1.6,15.9,5.0,1.5,5.66,5.15,0.102,0.0,0.0,0.0,0.0,0.0,0.0
351,Kevin Porter Jr.,HOU,61,16,45,31.3,15.6,71.5,27.8,6.0,5.06,4.49,0.217,0.6,0.1,1.1,0.771,0.5,0.836
352,Kevon Looney,GSW,81,53,28,21.1,6.0,34.1,21.6,0.9,1.59,0.52,0.175,1.8,0.2,4.7,0.466,0.474,0.702
353,Khem Birch,TOR,55,34,21,18.0,4.5,23.0,14.8,0.5,1.37,0.52,0.195,2.2,0.2,4.6,0.479,0.5,0.627
354,Khris Middleton,MIL,66,44,22,32.4,20.1,66.1,33.0,4.2,3.85,2.93,0.304,0.8,2.1,1.2,0.296,0.412,0.895
355,Killian Hayes,DET,65,21,44,24.9,6.9,52.6,21.4,3.5,4.01,3.3,0.131,0.3,0.0,0.7,0.476,0.0,0.729
356,Killian Tillie,MEM,35,26,9,12.6,3.2,13.8,8.6,0.4,1.55,0.7,0.234,0.1,0.1,0.6,0.5,0.0,0.4
357,Kira Lewis Jr.,NOP,24,6,18,14.2,5.9,32.0,13.5,2.1,3.97,3.35,0.184,0.1,0.0,0.3,1.0,0.0,0.5
358,Klay Thompson,GSW,32,17,15,29.4,20.4,44.2,33.8,1.7,2.33,1.54,0.461,0.7,0.9,1.3,0.522,0.667,0.762
359,Kris Dunn,POR,14,1,13,24.0,7.6,58.5,21.9,4.4,4.54,3.76,0.129,0.6,0.9,0.8,0.5,1.231,0.727
